time_min,signal
0.000000,0.00056471
0.016667,0.00000000
0.033333,0.00000000
0.050000,0.00024525
0.066667,0.00035121
0.083333,0.00000000
0.100000,0.00020044
0.116667,0.00000000
0.133333,0.00000000
0.150000,0.00000000
0.166667,0.00000000
0.183333,0.00016291
0.200000,0.00165691
0.216667,0.00001268
0.233333,0.00029414
0.250000,0.00000000
0.266667,0.00000000
0.283333,0.00000000
0.300000,0.00139004
0.316667,0.00000000
0.333333,0.00000000
0.350000,0.00030175
0.366667,0.00017417
0.383333,0.00080759
0.400000,0.00098208
0.416667,0.00000000
0.433333,0.00000000
0.450000,0.00000000
0.466667,0.00000000
0.483333,0.00049327
0.500000,0.00000000
0.516667,0.00020311
0.533333,0.00000000
0.550000,0.00000000
0.566667,0.00000000
0.583333,0.00000000
0.600000,0.00000000
0.616667,0.00000000
0.633333,0.00064188
0.650000,0.00000000
0.666667,0.00000000
0.683333,0.00064994
0.700000,0.00042894
0.716667,0.00074598
0.733333,0.00000000
0.750000,0.00000000
0.766667,0.00000000
0.783333,0.00000000
0.800000,0.00000000
0.816667,0.00000000
0.833333,0.00005414
0.850000,0.00000000
0.866667,0.00075249
0.883333,0.00015293
0.900000,0.00000000
0.916667,0.00000000
0.933333,0.00016435
0.950000,0.00094011
0.966667,0.00000000
0.983333,0.00000000
1.000000,0.00063448
1.016667,0.00077891
1.033333,0.00000000
1.050000,0.00110087
1.066667,0.00020538
1.083333,0.00023989
1.100000,0.00060482
1.116667,0.00045092
1.133333,0.00002181
1.150000,0.00013757
1.166667,0.00001145
1.183333,0.00000000
1.200000,0.00008508
1.216667,0.00000000
1.233333,0.00003407
1.250000,0.00068504
1.266667,0.00068469
1.283333,0.00000000
1.300000,0.00108688
1.316667,0.00000000
1.333333,0.00109254
1.350000,0.00000000
1.366667,0.00000000
1.383333,0.00000000
1.400000,0.00000000
1.416667,0.00106624
1.433333,0.00048131
1.450000,0.00000000
1.466667,0.00022656
1.483333,0.00176398
1.500000,0.00057094
1.516667,0.00000000
1.533333,0.00000000
1.550000,0.00009591
1.566667,0.00056802
1.583333,0.00014426
1.600000,0.00011898
1.616667,0.00000000
1.633333,0.00000000
1.650000,0.00000000
1.666667,0.00031042
1.683333,0.00000000
1.700000,0.00000000
1.716667,0.00000000
1.733333,0.00000000
1.750000,0.00003108
1.766667,0.00004155
1.783333,0.00070410
1.800000,0.00000000
1.816667,0.00000000
1.833333,0.00000000
1.850000,0.00014709
1.866667,0.00045004
1.883333,0.00000000
1.900000,0.00000000
1.916667,0.00088976
1.933333,0.00052498
1.950000,0.00000000
1.966667,0.00090192
1.983333,0.00000000
2.000000,0.00135792
2.016667,0.00000000
2.033333,0.00000000
2.050000,0.00076868
2.066667,0.00000000
2.083333,0.00000000
2.100000,0.00070898
2.116667,0.00059821
2.133333,0.00000000
2.150000,0.00000000
2.166667,0.00000000
2.183333,0.00000000
2.200000,0.00000000
2.216667,0.00000000
2.233333,0.00000000
2.250000,0.00000000
2.266667,0.00059746
2.283333,0.00000000
2.300000,0.00000000
2.316667,0.00027640
2.333333,0.00000000
2.350000,0.00000000
2.366667,0.00016861
2.383333,0.00027523
2.400000,0.00078432
2.416667,0.00000000
2.433333,0.00000000
2.450000,0.00000000
2.466667,0.00000000
2.483333,0.00000000
2.500000,0.00005802
2.516667,0.00111036
2.533333,0.00007930
2.550000,0.00046389
2.566667,0.00000000
2.583333,0.00000000
2.600000,0.00000000
2.616667,0.00078355
2.633333,0.00124328
2.650000,0.00187120
2.666667,0.00262609
2.683333,0.00504161
2.700000,0.00701964
2.716667,0.01103542
2.733333,0.01606958
2.750000,0.02180712
2.766667,0.02724822
2.783333,0.03373796
2.800000,0.03891721
2.816667,0.04273103
2.833333,0.04329929
2.850000,0.04344004
2.866667,0.04240371
